TodayDate,Stonk,NextExpDate,OpenPrice,LowPrice,ClosePrice,HighPrice,Volume,VolumeIncrease%,Call-MaxOpenInterest,Call-StrikePrice,Put-MaxOpenInterest,Put-StrikePrice,UpFromYesterday,UpToday,CloseSplitsStrikes
12/16/22,SNPS,12-16-2022,331.28,326.115,329.12,335.51,2397078,121.98%,656,320.0,415,270.0,1.64%,-0.65%,False
12/16/22,SPLK,12-16-2022,85.81,85.5,87.4,88.3599,9520808,323.46%,3681,130.0,847,65.0,-0.14%,1.85%,False
12/16/22,SQ,12-16-2022,64.98,60.71,62.51,65.17,18776795,89.53%,9471,75.0,8441,55.0,-5.13%,-3.80%,True
12/16/22,SWKS,12-16-2022,92.93,91.875,93.01,94.91,10620451,420.98%,2226,105.0,1716,105.0,-0.78%,0.09%,False
12/16/22,TDG,12-16-2022,604.89,599.42,605.73,614.855,424342,33.62%,183,981.5,1179,241.5,-1.05%,0.14%,True
12/16/22,TEAM,12-16-2022,145.5,143.78,147.26,148.96,17456200,244.28%,1099,120.0,826,125.0,0.70%,1.21%,False
12/16/22,TGT,12-16-2022,146.05,145.55,146.45,147.655,8366961,113.15%,12637,180.0,22202,125.0,-0.78%,0.27%,True
12/16/22,TJX,12-16-2022,78.18,77.4365,77.65,78.7,12376133,115.32%,15986,80.0,4166,67.5,-1.28%,-0.68%,True
12/16/22,TSLA,12-16-2022,159.635,150.04,150.23,160.99,139032175,16.50%,55183,190.0,60952,150.0,-4.72%,-5.89%,True
12/16/22,TSM,12-16-2022,77.61,76.23,76.3,78.06,11929136,-19.21%,7162,85.0,21961,35.0,-1.69%,-1.69%,True
12/16/22,TSN,12-16-2022,61.93,61.05,61.84,62.46,5231554,76.53%,5330,80.0,2238,60.0,-1.17%,-0.15%,True
12/16/22,U,12-16-2022,29.21,28.45,28.99,29.5,11837647,2.17%,3882,45.0,2769,22.5,-1.70%,-0.75%,True
12/16/22,URI,12-16-2022,354,351.68,353.51,360.1,1089135,49.50%,907,350.0,910,210.0,-1.10%,-0.14%,False
12/16/22,VRTX,12-16-2022,305.46,302.85,304.8,307.66,3091454,144.62%,351,320.0,292,310.0,-1.17%,-0.22%,False
12/16/22,WDAY,12-16-2022,174.47,172.94,175.22,176.25,2142116,-8.56%,1709,170.0,2933,95.0,-0.11%,0.43%,True
12/16/22,WMT,12-16-2022,144.48,142.57,142.75,144.72,13447742,102.17%,14118,155.0,10559,110.0,-1.80%,-1.20%,True
12/16/22,WSM,12-16-2022,116.01,111.34,111.71,117.34,2492904,113.26%,894,120.0,1111,110.0,-4.13%,-3.71%,True
12/16/22,XBI,12-16-2022,80.13,79.32,80.96,81.3,9165048,14.60%,11123,90.0,10114,80.0,0.33%,1.04%,True
12/16/22,XEL,12-16-2022,70.26,68.76,69.92,70.31,6745535,141.29%,1027,80.0,3669,60.0,-0.99%,-0.48%,True
12/16/22,XME,12-16-2022,49.24,49.04,49.97,50.07,4939723,22.72%,19059,50.0,15784,40.0,0.28%,1.48%,True
12/16/22,XOM,12-16-2022,103.69,103.1301,104.7,105.58,54596623,172.65%,38964,110.0,22964,110.0,-0.70%,0.97%,False
12/16/22,XOM,12-16-2022,103.69,103.1301,104.7,105.58,54596623,172.65%,38964,110.0,22964,110.0,-0.70%,0.97%,False
12/16/22,ZM,12-16-2022,69.82,69.55,69.86,70.79,4695561,44.19%,6841,88.0,7142,60.0,-0.48%,0.06%,True
12/19/22,AA,12-23-2022,43,41.91,42.32,43.2,3189591,-29.18%,831,44.0,963,32.0,-0.94%,-1.58%,True
12/19/22,AAP,12-23-2022,140.75,140.19,140.9,142.405,917375,-15.08%,327,155.0,76,140.0,0.53%,0.11%,True
12/19/22,AAPL,12-23-2022,135.11,131.32,132.37,135.2,79592614,-13.48%,19279,140.0,24194,120.0,-1.59%,-2.03%,True
12/19/22,ACM,01-20-2023,83.04,82.6344,82.88,83.97,689706,-23.90%,399,55.0,537,60.0,0.13%,-0.19%,False
12/19/22,ADBE,12-23-2022,338,326.3,328.76,340.7436,4086288,-7.89%,904,350.0,1056,260.0,-2.89%,-2.73%,True
12/19/22,ADI,12-23-2022,167.44,163.75,165.14,167.49,2621804,-33.73%,421,167.5,157,175.0,-1.01%,-1.37%,False
12/19/22,ADP,12-23-2022,245.31,243.66,245.06,247.095,1810402,-11.44%,247,270.0,60,260.0,-0.81%,-0.10%,False
12/19/22,ADSK,12-23-2022,192.72,188.15,188.54,192.72,1281239,-16.85%,266,300.0,684,180.0,-2.01%,-2.17%,True
12/19/22,ALGN,12-23-2022,197.9,197.81,198.76,202.81,1176709,-7.24%,580,290.0,414,125.0,0.28%,0.43%,True
12/19/22,AMAT,12-23-2022,104.83,102.67,103.99,105.06,6162500,-14.95%,783,96.0,669,100.0,-0.71%,-0.80%,True
12/19/22,AMD,12-23-2022,65.12,63.71,64.59,65.59,46246911,-26.00%,5668,67.0,6007,66.0,-1.25%,-0.81%,False
12/19/22,AMGN,12-23-2022,266.82,263.81,265.7,268.91,2679808,-30.67%,451,310.0,423,260.0,-0.64%,-0.42%,True
12/19/22,AMZN,12-23-2022,87.51,84.51,84.92,87.63,83531460,-3.22%,18225,145.0,12421,75.0,-3.35%,-2.96%,False
12/19/22,APPS,12-23-2022,15.305,14.4,14.55,15.305,1719981,-19.46%,1693,30.0,2251,15.0,-4.34%,-4.93%,False
12/19/22,ARKK,12-23-2022,33.11,32.02,32.22,33.26,19565611,-23.39%,57877,40.0,3825,36.0,-3.13%,-2.69%,False
12/19/22,ASML,12-23-2022,574.05,562.675,568.61,575.85,906783,-27.30%,392,820.0,430,350.0,-0.99%,-0.95%,True
12/19/22,AVGO,12-23-2022,554.02,545.72,549.63,556.48,2509318,-29.75%,780,580.0,403,575.0,-1.13%,-0.79%,False
12/19/22,AXON,01-20-2023,168.96,166.65,167.57,171.42,471002,-4.20%,438,200.0,840,60.0,-1.05%,-0.82%,False
12/19/22,BA,12-23-2022,184.92,184.71,185.68,188.04,6605378,-9.71%,3986,190.0,1303,167.5,0.53%,0.41%,True
12/19/22,BABA,12-23-2022,89.75,86.5005,87.16,89.78,20737008,-4.57%,44808,105.0,3783,73.0,0.43%,-2.89%,False
12/19/22,BIDU,12-23-2022,114.14,111.19,112.08,114.6,2059607,-58.47%,1053,125.0,391,115.0,-0.45%,-1.80%,False
12/19/22,BIIB,12-23-2022,284.9,281.59,284.38,285.5,863419,-37.85%,405,285.0,406,275.0,-0.21%,-0.18%,True
12/19/22,BILI,12-23-2022,23.06,20.7,21.66,23.13,9592623,-42.52%,1551,25.0,1364,17.0,-5.87%,-6.07%,True
12/19/22,BKNG,12-23-2022,1952.0601,1919.6,1931.4399,1959.45,278501,-31.88%,160,2200.0,287,1200.0,-0.37%,-1.06%,True
12/19/22,CHTR,12-23-2022,304.66,302.21,306.16,311.33,1543803,-38.14%,2291,360.0,2426,345.0,0.39%,0.49%,False
12/19/22,COIN,12-23-2022,35.97,34.51,35.17,36.68,11168297,-18.81%,3243,40.0,6164,30.0,-3.91%,-2.22%,True
12/19/22,COST,12-23-2022,460.92,455.355,458.63,463.41,1939248,-39.69%,2137,545.0,842,450.0,-0.61%,-0.50%,True
12/19/22,CPRT,01-20-2023,60.21,60.17,60.31,61.2,1839246,-26.29%,4246,77.5,569,65.0,-0.13%,0.17%,False
12/19/22,CRWD,12-23-2022,110.82,107.58,108.09,111.285,4213994,9.17%,826,135.0,778,100.0,-3.06%,-2.46%,True
12/19/22,CSCO,12-23-2022,47.66,47.14,47.4,47.96,17986272,-27.22%,2730,47.0,12516,41.0,-0.86%,-0.55%,False
12/19/22,CUBE,01-20-2023,40.18,39.305,39.66,40.365,3646332,-54.98%,31,45.0,6,40.0,-1.93%,-1.29%,False
12/19/22,DOCS,01-20-2023,35,33.595,33.75,35.19,1235848,-11.30%,1529,35.0,1227,27.5,-3.82%,-3.57%,True
12/19/22,DOCU,12-23-2022,56.01,53.35,54.22,56.45,8237662,-49.17%,1320,71.0,1114,48.0,-3.64%,-3.20%,True
12/19/22,DWAC,12-23-2022,18.83,17.01,17.06,19.2,909141,27.55%,2184,20.0,2363,10.0,-11.24%,-9.40%,True
12/19/22,EBAY,12-23-2022,41.08,40.635,41.34,41.4103,7817418,26.61%,704,45.0,2468,43.0,0.83%,0.63%,False
12/19/22,FAST,01-20-2023,48.05,47.32,47.75,48.4827,3135387,-30.66%,2360,57.1,1394,52.1,-0.25%,-0.62%,False
12/19/22,FOX,01-20-2023,28.57,27.46,27.63,28.62,1602648,-16.50%,102,35.0,52,25.0,-3.66%,-3.29%,True
12/19/22,FTCH,12-23-2022,4.06,3.81,3.89,4.1,18819865,-20.71%,1045,7.0,1074,4.0,-3.71%,-4.19%,False
12/19/22,GDX,12-23-2022,28.22,27.55,27.66,28.34,19577256,-18.84%,4948,30.0,1660,28.0,-3.29%,-1.98%,False
12/19/22,GILD,12-23-2022,86,85.4291,86.42,86.62,5834828,-46.23%,1975,89.0,522,84.0,-0.39%,0.49%,True
12/19/22,GLOB,01-20-2023,165.94,163.6998,165.71,167.39,223391,-24.51%,35,190.0,41,115.0,-1.06%,-0.14%,True
12/19/22,GOOG,12-23-2022,90.88,88.925,89.15,91.2,23020537,-24.30%,3584,100.0,5149,80.0,-1.88%,-1.90%,False
12/19/22,GOOGL,12-23-2022,90.255,88.21,88.44,90.56,29493030,-19.64%,7523,95.0,3672,90.0,-2.02%,-2.01%,False
12/19/22,GOOS,12-23-2022,18.35,17.73,17.85,18.38,1005690,-15.91%,107,18.0,341,20.0,-2.72%,-2.72%,False
12/19/22,HD,12-23-2022,319.5,316.02,317.33,321.91,3000613,-43.43%,1352,340.0,1149,337.5,-1.86%,-0.68%,False
12/19/22,INCY,01-20-2023,81.62,80.13,80.59,82.38,1665529,15.38%,2925,95.0,1539,85.0,-1.76%,-1.26%,False
12/19/22,INMD,01-20-2023,36.16,35.31,35.52,36.98,852386,-4.88%,10069,40.0,3559,27.5,-2.23%,-1.77%,True
12/19/22,INTC,12-23-2022,26.9,26.5,26.79,26.97,37662461,-15.43%,4642,29.0,5586,28.0,-0.48%,-0.41%,False
12/19/22,ISRG,12-23-2022,264.99,260.39,261.01,264.99,2004210,-26.90%,128,250.0,441,175.0,-1.39%,-1.50%,False
12/19/22,JD,12-23-2022,57.4201,56.7,57.19,57.8,6995497,-9.96%,1740,60.0,1090,57.0,1.06%,-0.40%,True
12/19/22,LCID,12-23-2022,7.35,7.05,7.23,7.37,22954065,-32.36%,4357,8.0,3921,7.0,-1.90%,-1.63%,True
12/19/22,LOW,12-23-2022,205.35,201.99,203.17,205.94,2442444,-42.84%,614,215.0,547,185.0,-1.44%,-1.06%,True
12/19/22,LSPD,01-20-2023,14.34,13.63,13.87,14.52,936184,-22.00%,559,20.0,1242,10.0,-4.28%,-3.28%,True
12/19/22,LULU,12-23-2022,321.31,316.51,316.92,321.31,1247551,-66.98%,1051,330.0,732,300.0,-1.34%,-1.37%,True
12/19/22,MDLZ,12-23-2022,66.06,65.4725,65.7,66.29,7117251,-12.98%,1544,68.0,922,68.0,-0.70%,-0.54%,False
12/19/22,MELI,12-23-2022,844.24,843.52,884.27,895.8,723840,20.51%,222,1380.0,266,730.0,4.77%,4.74%,False
12/19/22,MP,01-20-2023,28.62,27.44,27.69,28.71,2196325,0.75%,6230,40.0,5248,30.0,-3.22%,-3.25%,False
12/19/22,MRK,12-23-2022,109.19,108.77,109.44,110.1,6949497,-48.22%,7537,120.0,702,109.0,0.22%,0.23%,True
12/19/22,MRNA,12-23-2022,200,187.8601,189.89,204,6953325,-40.10%,2566,210.0,1719,180.0,-1.76%,-5.06%,True
12/19/22,MRO,12-23-2022,27.61,26.815,27.03,27.86,10084339,-31.70%,955,31.0,322,25.5,-1.10%,-2.10%,True
12/19/22,MRVL,12-23-2022,38.94,38,38.4,39.05,10651314,-11.06%,523,44.0,3325,33.0,-1.51%,-1.39%,True
12/19/22,MSFT,12-23-2022,244.86,238.71,240.45,245.21,29696436,-23.90%,8896,255.0,4751,245.0,-1.73%,-1.80%,False
12/19/22,MU,12-23-2022,52.17,51.1,51.72,52.29,16470021,11.96%,4424,55.0,3631,51.0,-0.67%,-0.86%,True
12/19/22,NFLX,12-23-2022,289.73,286.13,288.3,292.25,6163667,-47.27%,2898,310.0,5205,280.0,-0.83%,-0.49%,True
12/19/22,NTES,12-23-2022,71.31,70.35,70.96,71.74,1314433,-54.63%,2025,70.0,105,70.0,-0.48%,-0.49%,False
12/19/22,NVDA,12-23-2022,165.72,161.45,162.54,166.09,35403877,-30.16%,6279,175.0,7011,160.0,-1.91%,-1.92%,True
12/19/22,OKTA,12-23-2022,67.95,64.8,65.35,68.28,2168196,-48.25%,1248,68.0,505,65.0,-3.78%,-3.83%,True
12/19/22,ORLY,01-20-2023,811.35,811.105,816.43,828.01,523983,-1.17%,137,850.0,53,840.0,0.57%,0.63%,False
12/19/22,OXY,12-23-2022,63,61.73,62.41,63.24,10057664,-25.76%,3669,70.0,2463,58.0,-0.19%,-0.94%,True
12/19/22,PDD,12-23-2022,87.17,86.2,86.95,87.49,9061609,-14.21%,5769,95.0,2509,90.0,-0.09%,-0.25%,False
12/19/22,PTON,12-23-2022,10.59,10.23,10.48,10.63,6284162,-43.96%,1915,12.5,1255,11.0,-2.15%,-1.04%,False
12/19/22,PYPL,12-23-2022,69.06,67.75,68.95,69.6,15329986,-10.82%,3262,72.5,2130,70.0,-0.45%,-0.16%,False
12/19/22,QCOM,12-23-2022,114.01,111.51,112.61,115.16,7720218,-16.21%,972,120.0,869,118.0,-1.68%,-1.23%,False
12/19/22,RBLX,12-23-2022,27.59,26.23,27.19,27.64,13155620,-24.41%,2861,49.0,938,32.0,-1.56%,-1.45%,False
12/19/22,REGN,12-23-2022,720.99,712.9953,721.1,726.1499,502032,-37.25%,349,1020.0,191,510.0,-0.29%,0.02%,False
12/19/22,ROST,12-23-2022,114.25,113.67,114.92,115.48,2423884,-11.70%,225,120.0,1581,80.0,0.85%,0.59%,False
12/19/22,RRC,12-23-2022,26.08,25.61,25.8,26.44,3274880,-27.27%,542,28.0,585,26.0,-2.82%,-1.07%,False
12/19/22,SBUX,12-23-2022,98.43,97.73,98.3,98.81,5771050,-23.86%,1712,100.0,1346,95.0,-0.54%,-0.13%,False
12/19/22,SE,12-23-2022,53.8,52.07,53.02,54.98,6299925,21.00%,2439,67.0,857,52.0,-1.25%,-1.45%,True
12/19/22,SGEN,01-20-2023,129.37,125.4,127.63,129.37,696519,-48.28%,1344,155.0,1069,150.0,-1.53%,-1.34%,False
12/19/22,SHOP,12-23-2022,36.1,35.2216,35.5,36.3,14397560,-32.25%,8848,45.0,1578,34.0,-1.63%,-1.66%,True
12/19/22,SIRI,12-23-2022,6,5.88,5.9,6.01,11987395,-22.59%,745,6.5,5485,6.0,-1.01%,-1.67%,False
12/19/22,SMH,12-23-2022,211.17,206.88,208.68,211.54,3613451,-4.79%,1519,240.0,1912,210.0,-2.29%,-1.18%,False
12/19/22,SNAP,12-23-2022,8.4,8.13,8.19,8.45,20680503,-35.76%,13520,9.0,11080,8.5,-3.31%,-2.50%,False
12/19/22,SNPS,01-20-2023,329.69,320.66,323.39,330.235,1218418,-6.67%,431,340.0,736,300.0,-1.74%,-1.91%,True
12/19/22,SPLK,12-23-2022,87.4,82.66,82.8,87.4,2459218,-24.86%,1057,100.0,510,82.0,-5.26%,-5.26%,False
12/19/22,SQ,12-23-2022,62.24,59.985,60.44,62.4,9310081,-17.91%,1130,72.0,1439,59.0,-3.31%,-2.89%,True
12/19/22,SWKS,12-23-2022,93.44,90.54,91.68,93.77,2104999,-36.93%,187,96.0,120,95.0,-1.43%,-1.88%,False
12/19/22,TDG,01-20-2023,605.08,599.515,602.05,611.5,217248,-35.05%,198,860.0,152,370.0,-0.61%,-0.50%,True
12/19/22,TEAM,12-23-2022,145.51,136.45,139.17,145.87,6813263,-4.65%,292,150.0,427,60.0,-5.49%,-4.36%,False
12/19/22,TGT,12-23-2022,146.6,143.56,144.65,147,4186720,-8.87%,1515,180.0,981,142.0,-1.23%,-1.33%,True
12/19/22,TJX,12-23-2022,78,77.63,78.09,78.68,3914273,-42.18%,2467,83.0,1604,77.0,0.57%,0.12%,True
12/19/22,TSLA,12-23-2022,154,145.82,149.87,155.25,139390634,9.61%,29075,160.0,17944,160.0,-0.24%,-2.68%,False
12/19/22,TSM,12-23-2022,76.92,75.76,76.1,77.12,12561296,-12.39%,10568,90.0,946,75.0,-0.26%,-1.07%,True
12/19/22,TSN,01-20-2023,61.78,60.51,60.81,62.07,4014295,24.89%,3120,72.5,9664,62.5,-1.67%,-1.57%,False
12/19/22,U,12-23-2022,28.87,27.44,27.92,29.16,9774834,-16.42%,3282,36.0,2803,26.0,-3.69%,-3.29%,True
12/19/22,URI,12-23-2022,354.22,349.33,351.25,356.78,485534,-38.47%,102,440.0,270,225.0,-0.64%,-0.84%,True
12/19/22,VRTX,12-23-2022,301.55,289.48,291.59,302.59,1658203,4.89%,312,420.0,125,310.0,-4.33%,-3.30%,False
12/19/22,WDAY,12-23-2022,174.19,168.6,170.04,175.4,2169118,-7.89%,263,177.5,1113,115.0,-2.96%,-2.38%,True
12/19/22,WMT,12-23-2022,143.01,141.7273,142.8,143.56,5022485,-35.09%,2877,155.0,1717,138.0,0.04%,-0.15%,True
12/19/22,WSM,12-23-2022,111.96,111.75,115.58,116.52,1650697,20.62%,36,121.0,1155,108.0,3.46%,3.23%,True
12/19/22,XBI,12-23-2022,82.03,78.81,79.3,82.25,9267218,12.00%,2259,84.0,2542,80.0,-2.05%,-3.33%,False
12/19/22,XEL,01-20-2023,69.93,68.97,69.4,70.5,2150321,-36.37%,170,70.0,147,70.0,-0.74%,-0.76%,False
12/19/22,XME,12-23-2022,50.09,48.48,48.75,50.09,2868920,-31.07%,504,56.0,975,51.0,-2.44%,-2.68%,False
12/19/22,XOM,12-23-2022,105.26,104.38,105.17,106.2,13611124,-45.46%,1656,118.0,2116,95.0,0.45%,-0.09%,False
12/19/22,XOM,12-23-2022,105.26,104.38,105.17,106.2,13611124,-45.46%,1656,118.0,2116,95.0,0.45%,-0.09%,False
12/19/22,ZM,12-23-2022,69.41,68.85,69.09,70.25,3182483,-7.44%,861,75.0,2154,67.0,-1.10%,-0.46%,True
12/20/22,AA,12-23-2022,42.62,42.5801,44.09,44.33,4948055,7.85%,1218,46.0,6156,36.0,4.18%,3.45%,True
12/20/22,AAP,12-23-2022,140,138.89,139.38,141.49,797159,-27.59%,327,155.0,132,140.0,-1.08%,-0.44%,False
12/20/22,AAPL,12-23-2022,131.39,129.89,132.3,133.25,77432819,-18.05%,29305,140.0,25650,120.0,-0.05%,0.69%,True
12/20/22,ACM,01-20-2023,82.72,82.2,83.7,84.43,941873,0.59%,399,55.0,537,60.0,0.99%,1.18%,False
12/20/22,ADBE,12-23-2022,327,325.52,338.22,342.5,3873632,-18.02%,922,350.0,1077,260.0,2.88%,3.43%,True
12/20/22,ADI,12-23-2022,163.72,163.56,164.33,165.809,2102308,-46.45%,438,167.5,157,175.0,-0.49%,0.37%,False
12/20/22,ADP,12-23-2022,244.88,241.64,243.91,245.305,1445884,-32.18%,247,270.0,56,235.0,-0.47%,-0.40%,True
12/20/22,ADSK,12-23-2022,186.28,185.51,187.92,189.775,949401,-37.87%,266,300.0,686,180.0,-0.33%,0.88%,True
12/20/22,ALGN,12-23-2022,196.3,195.86,200.75,203.64,903428,-32.67%,580,290.0,414,125.0,1.00%,2.27%,True
12/20/22,AMAT,12-23-2022,102.07,102.04,103.5,104.605,4761804,-35.13%,783,96.0,958,100.0,-0.47%,1.40%,True
12/20/22,AMD,12-23-2022,63.76,63.52,65.05,66.06,52431257,-14.05%,6819,67.0,5314,65.0,0.71%,2.02%,True
12/20/22,AMGN,12-23-2022,266.69,262.82,264.75,267.68,1609192,-59.73%,451,310.0,439,260.0,-0.36%,-0.73%,True
12/20/22,AMZN,12-23-2022,85.33,84.33,85.19,86.61,74348301,-15.29%,18225,145.0,13410,74.0,0.32%,-0.16%,False
12/20/22,APPS,12-23-2022,14.37,14.14,14.68,14.9,1527235,-28.49%,1693,30.0,2257,15.0,0.89%,2.16%,False
12/20/22,ARKK,12-23-2022,31.9,31.701,32.17,32.82,18487895,-26.53%,60086,40.0,4196,32.0,-0.16%,0.85%,True
12/20/22,ASML,12-23-2022,562.24,561.15,563.16,568.955,845742,-31.31%,392,820.0,430,350.0,-0.96%,0.16%,True
12/20/22,AVGO,12-23-2022,545.17,540.915,544.02,549,2983055,-15.67%,1007,560.0,403,575.0,-1.02%,-0.21%,False
12/20/22,AXON,01-20-2023,167.2,166.61,171.37,171.87,579235,20.09%,443,200.0,840,60.0,2.27%,2.49%,False
12/20/22,BA,12-23-2022,186.18,185.74,188.29,189.91,6156847,-15.67%,5390,190.0,1851,167.5,1.41%,1.13%,True
12/20/22,BABA,12-23-2022,85.04,85.04,85.92,87.2,15315427,-25.35%,44424,105.0,3898,73.0,-1.42%,1.03%,False
12/20/22,BIDU,12-23-2022,107.3,107.23,108.11,110.71,2301912,-50.32%,1080,125.0,771,110.0,-3.54%,0.75%,False
12/20/22,BIIB,12-23-2022,284.94,283.85,287.51,288.89,873226,-31.26%,418,285.0,422,275.0,1.10%,0.90%,False
12/20/22,BILI,12-23-2022,20.68,20.48,22.18,22.5,8779940,-37.46%,3623,23.0,2619,20.0,2.40%,7.25%,True
12/20/22,BKNG,12-23-2022,1924.72,1924.72,1958.51,1963.105,245346,-39.23%,373,2050.0,366,1820.0,1.40%,1.76%,True
12/20/22,CHTR,12-23-2022,305.75,302.44,309.29,311.67,1461475,-43.76%,2291,360.0,2425,345.0,1.02%,1.16%,False
12/20/22,COIN,12-23-2022,34.75,34.35,34.97,36.858,9833235,-29.83%,5178,40.0,14898,30.0,-0.57%,0.63%,True
12/20/22,COST,12-23-2022,456.56,452.53,457.82,460.25,1993675,-35.23%,2137,545.0,967,450.0,-0.18%,0.28%,True
12/20/22,CPRT,01-20-2023,60.24,59.59,60.25,60.41,1427423,-43.28%,4246,77.5,569,65.0,-0.10%,0.02%,False
12/20/22,CRWD,12-23-2022,107.0505,106.027,109.83,110.4815,3453829,-10.26%,824,135.0,1131,100.0,1.61%,2.60%,True
12/20/22,CSCO,12-23-2022,47.41,46.79,47.37,47.56,15086163,-39.64%,3685,47.5,12516,41.0,-0.06%,-0.08%,True
12/20/22,CUBE,01-20-2023,39.31,38.75,39.56,39.95,2914260,-64.80%,30,45.0,539,22.5,-0.25%,0.64%,True
12/20/22,DOCS,01-20-2023,33.43,33.08,34.95,35.6,1509746,7.01%,1565,35.0,1219,27.5,3.56%,4.55%,True
12/20/22,DOCU,12-23-2022,53.48,52.07,54.1,54.78,6735413,-57.09%,1320,71.0,1215,48.0,-0.22%,1.16%,True
12/20/22,DWAC,12-23-2022,17,16.63,16.85,17.8799,475122,-40.15%,2268,20.0,2438,10.0,-1.23%,-0.88%,True
12/20/22,EBAY,12-23-2022,41.44,40.65,40.97,41.47,4273276,-36.60%,704,45.0,2388,43.0,-0.90%,-1.13%,False
12/20/22,FAST,01-20-2023,47.65,47.405,47.65,47.94,2709495,-40.82%,2359,57.1,1393,52.1,-0.21%,0.00%,False
12/20/22,FOX,01-20-2023,27.61,27.53,28.1,28.14,1153249,-31.25%,102,35.0,52,25.0,1.70%,1.77%,True
12/20/22,FTCH,12-23-2022,3.83,3.785,3.94,3.97,12719744,-43.76%,1044,7.0,1109,4.0,1.29%,2.87%,False
12/20/22,GDX,12-23-2022,28.2,28.11,28.74,28.91,26871964,10.43%,5089,30.0,2535,28.0,3.90%,1.91%,True
12/20/22,GILD,12-23-2022,83.642,81.81,84.77,85.26,10999002,2.12%,3747,91.0,592,84.0,-1.91%,1.35%,True
12/20/22,GLOB,01-20-2023,164.28,164.28,167.86,168.87,238518,-20.80%,37,190.0,41,115.0,1.30%,2.18%,True
12/20/22,GOOG,12-23-2022,88.73,88.04,89.63,89.78,21976846,-26.85%,6012,94.0,5189,80.0,0.54%,1.01%,True
12/20/22,GOOGL,12-23-2022,88.11,87.4401,89.02,89.175,23453836,-35.41%,7927,95.0,6489,90.0,0.66%,1.03%,False
12/20/22,GOOS,12-23-2022,17.77,17.7,17.93,18.18,821924,-30.39%,111,19.0,468,15.0,0.45%,0.90%,True
12/20/22,HD,12-23-2022,313.32,310.83,314.84,316.887,2632300,-49.72%,1365,340.0,1144,337.5,-0.78%,0.49%,False
12/20/22,INCY,01-20-2023,80.46,80.27,81.07,81.27,1722996,12.19%,2925,95.0,1539,85.0,0.60%,0.76%,False
12/20/22,INMD,01-20-2023,35.21,34.5,35.22,35.98,782102,-13.35%,10227,40.0,3559,27.5,-0.84%,0.03%,True
12/20/22,INTC,12-23-2022,26.535,26.4201,26.44,26.87,31863274,-30.49%,5509,27.5,5527,28.0,-1.31%,-0.36%,False
12/20/22,ISRG,12-23-2022,261.1,257.76,261.8,262.11,2056631,-27.16%,128,250.0,441,175.0,0.30%,0.27%,False
12/20/22,JD,12-23-2022,55.66,55.61,56.42,57.37,4568125,-40.90%,1896,60.0,1242,57.0,-1.35%,1.37%,False
12/20/22,LCID,12-23-2022,7.57,7.22,7.23,7.89,42410703,25.98%,9256,8.0,4773,7.0,0.00%,-4.49%,True
12/20/22,LOW,12-23-2022,201.19,197.69,200.86,202.13,2372187,-43.14%,620,215.0,560,185.0,-1.14%,-0.16%,True
12/20/22,LSPD,01-20-2023,13.64,13.56,13.84,14.17,686438,-42.83%,558,20.0,1267,10.0,-0.22%,1.47%,True
12/20/22,LULU,12-23-2022,315,306.38,307.12,315.5525,2354234,-32.33%,1111,330.0,767,300.0,-3.09%,-2.50%,True
12/20/22,MDLZ,12-23-2022,65.78,65.38,65.85,66.2097,5718286,-31.51%,1536,68.0,1511,65.0,0.23%,0.11%,True
12/20/22,MELI,12-23-2022,881.18,874.87,875.91,907.0799,540260,-15.86%,279,1000.0,266,730.0,-0.95%,-0.60%,False
12/20/22,MP,01-20-2023,27.64,27.64,28.55,28.68,1997318,-11.95%,6238,40.0,5258,30.0,3.11%,3.29%,False
12/20/22,MRK,12-23-2022,109.94,109.16,109.71,110.66,8022008,-39.97%,7539,120.0,872,109.0,0.25%,-0.21%,True
12/20/22,MRNA,12-23-2022,189,187.54,201.16,204.22,9561803,-21.06%,4205,210.0,3141,170.0,5.94%,6.43%,True
12/20/22,MRO,12-23-2022,27.02,26.98,27.15,27.615,12488493,-15.27%,1111,28.0,662,24.0,0.44%,0.48%,True
12/20/22,MRVL,12-23-2022,37.95,36.9,37.81,38.1,11441861,-6.18%,519,44.0,3326,33.0,-1.54%,-0.37%,True
12/20/22,MSFT,12-23-2022,239.4,238.42,241.8,242.91,25150802,-37.18%,8796,250.0,5102,240.0,0.56%,1.00%,True
12/20/22,MU,12-23-2022,51.34,50.45,50.68,51.97,16942036,12.05%,6109,54.0,4063,51.0,-2.01%,-1.29%,False
12/20/22,NFLX,12-23-2022,281.24,280.81,288.19,289.28,6918114,-40.05%,3599,310.0,5823,280.0,-0.04%,2.47%,True
12/20/22,NTES,12-23-2022,68.15,67.9577,69.71,69.79,1737388,-38.37%,2021,70.0,214,62.0,-1.76%,2.29%,True
12/20/22,NVDA,12-23-2022,160.64,158.52,160.85,163.1,40325979,-16.66%,7232,180.0,8195,160.0,-1.04%,0.13%,True
12/20/22,OKTA,12-23-2022,64.09,63.5,66.27,67.05,2171366,-47.09%,1381,68.0,519,65.0,1.41%,3.40%,True
12/20/22,ORLY,01-20-2023,820.57,815.93,823.63,831.13,432280,-22.64%,183,850.0,67,780.0,0.88%,0.37%,True
12/20/22,OXY,12-23-2022,62.24,62.0301,62.37,63.24,9925579,-24.16%,2876,70.0,2522,58.0,-0.06%,0.21%,True
